,n_startpop_5564,n_startpop_6574,n_startpop_65p,n_startpop_7584,n_startpop_85p,n_startpop_all,n_startpop_blk,n_startpop_college,n_startpop_f,n_startpop_his,n_startpop_his_f,n_startpop_hsless,n_startpop_m,n_startpop_wht,p_cogstate1_5564,p_cogstate1_6574,p_cogstate1_65p,p_cogstate1_7584,p_cogstate1_85p,p_cogstate1_all,p_cogstate1_blk,p_cogstate1_f,p_cogstate1_his,p_cogstate1_m,p_cogstate1_wht,n_cogstate1_5564,n_cogstate1_6574,n_cogstate1_65p,n_cogstate1_7584,n_cogstate1_85p,n_cogstate1_Age55l,n_cogstate1_all,n_cogstate1_blk,n_cogstate1_f,n_cogstate1_his,n_cogstate1_m,n_cogstate1_wht,p_cogstate2_5564,p_cogstate2_6574,p_cogstate2_65p,p_cogstate2_7584,p_cogstate2_85p,p_cogstate2_all,p_cogstate2_blk,p_cogstate2_college,p_cogstate2_f,p_cogstate2_his,p_cogstate2_his_f,p_cogstate2_hsless,p_cogstate2_m,p_cogstate2_wht,n_cogstate2_5564,n_cogstate2_6574,n_cogstate2_65p,n_cogstate2_7584,n_cogstate2_85p,n_cogstate2_all,n_cogstate2_blk,n_cogstate2_college,n_cogstate2_f,n_cogstate2_his,n_cogstate2_his_f,n_cogstate2_hsless,n_cogstate2_m,n_cogstate2_wht,n_nhmliv_dem_5564,n_nhmliv_dem_6574,n_nhmliv_dem_65p,n_nhmliv_dem_7584,n_nhmliv_dem_85p,n_nhmliv_dem_Age55l,n_nhmliv_dem_all,n_nhmliv_dem_blk,n_nhmliv_dem_f,n_nhmliv_dem_his,n_nhmliv_dem_m,n_nhmliv_dem_wht,s_helphoursyr_dem_5564,s_helphoursyr_dem_6574,s_helphoursyr_dem_65p,s_helphoursyr_dem_7584,s_helphoursyr_dem_85p,s_helphoursyr_dem_Age55l,s_helphoursyr_dem_all,s_helphoursyr_dem_blk,s_helphoursyr_dem_f,s_helphoursyr_dem_his,s_helphoursyr_dem_m,s_helphoursyr_dem_wht,t_totmd_dem_5564,t_totmd_dem_6574,t_totmd_dem_65p,t_totmd_dem_7584,t_totmd_dem_85p,t_totmd_dem_Age55l,t_totmd_dem_all,t_totmd_dem_blk,t_totmd_dem_f,t_totmd_dem_his,t_totmd_dem_m,t_totmd_dem_wht,t_mcare_dem_5564,t_mcare_dem_6574,t_mcare_dem_65p,t_mcare_dem_7584,t_mcare_dem_85p,t_mcare_dem_Age55l,t_mcare_dem_all,t_mcare_dem_blk,t_mcare_dem_f,t_mcare_dem_his,t_mcare_dem_m,t_mcare_dem_wht,t_caidmd_dem_5564,t_caidmd_dem_6574,t_caidmd_dem_65p,t_caidmd_dem_7584,t_caidmd_dem_85p,t_caidmd_dem_Age55l,t_caidmd_dem_all,t_caidmd_dem_blk,t_caidmd_dem_f,t_caidmd_dem_his,t_caidmd_dem_m,t_caidmd_dem_wht,t_oopmd_dem_5564,t_oopmd_dem_6574,t_oopmd_dem_65p,t_oopmd_dem_7584,t_oopmd_dem_85p,t_oopmd_dem_Age55l,t_oopmd_dem_all,t_oopmd_dem_blk,t_oopmd_dem_f,t_oopmd_dem_his,t_oopmd_dem_m,t_oopmd_dem_wht,qaly_loss_plwd_5564,qaly_loss_plwd_6574,qaly_loss_plwd_65p,qaly_loss_plwd_7584,qaly_loss_plwd_85p,qaly_loss_plwd_Age55l,qaly_loss_plwd_all,qaly_loss_plwd_blk,qaly_loss_plwd_f,qaly_loss_plwd_his,qaly_loss_plwd_m,qaly_loss_plwd_wht,earnings_loss_plwd_5564,earnings_loss_plwd_6574,earnings_loss_plwd_65p,earnings_loss_plwd_7584,earnings_loss_plwd_85p,earnings_loss_plwd_Age55l,earnings_loss_plwd_all,earnings_loss_plwd_blk,earnings_loss_plwd_f,earnings_loss_plwd_his,earnings_loss_plwd_m,earnings_loss_plwd_wht
10.year_inc#c.ivparm2,-0.006679999999999999,-75939.3,-1549816.3,-536417.6,-937459.4,-1549816.3,-180382.0,-810945.9,-812408.8,-180892.0,-88777.5,-213668.8,-737407.5,-1188542.3,-1.87e-14,0.0030399999999999997,0.0123,0.0122,0.0343,0.007559999999999999,0.0129,0.00774,0.00911,0.007359999999999999,0.00629,1.14e-06,110415.6,1071634.0,436348.0,524865.9,-9.289999999999999e-08,1071634.3,204367.5,586806.6,236087.4,484827.3,631181.6,-5.2299999999999996e-11,0.0359,0.085,0.0987,0.172,0.0532,0.0641,0.0514,0.0555,0.0537,0.0589,0.0573,0.0507,0.0518,-0.00265,1301823.5,7660378.5,3688311.5,2670243.4,7660378.5,1029665.4,4443246.9,4275208.0,1415751.5,792381.0,963349.5,3385170.5,5214961.5,-1.2099999999999999e-08,678.4,144192.7,13345.9,130163.9,-1.7500000000000002e-10,144190.6,16616.7,103684.0,15356.1,40506.4,112215.8,-1924857.3,65510674.7,1381520000.0,634748235.9,681263399.8,0.00011399999999999999,1379600000.0,259617451.1,856200433.9,453796675.9,523397009.5,666183304.7,106965.8,4376790000.0,45835100000.0,15630700000.0,25827600000.0,-6.22e-05,45835200000.0,8450220000.0,26067100000.0,9011230000.0,19768100000.0,28373700000.0,0.000196,2134490000.0,23148800000.0,8764280000.0,12250000000.0,-0.000593,23148800000.0,4985610000.0,12318300000.0,4587820000.0,10830500000.0,13575300000.0,-243894.1,1121350000.0,10224800000.0,2546200000.0,6557200000.0,0.00303,10224500000.0,1734710000.0,6954730000.0,2458310000.0,3269780000.0,6031500000.0,-55036.8,724234391.1,9512340000.0,2595280000.0,6192820000.0,0.0008119999999999999,9512280000.0,1454560000.0,5932990000.0,1628420000.0,3579300000.0,6429310000.0,-14827155.8,32396900000.0,290999000000.0,127503000000.0,131099000000.0,0.00183,290984000000.0,37498200000.0,154861000000.0,43346800000.0,136123000000.0,210139000000.0,7783201.3,3712360000.0,11152900000.0,6294400000.0,1146120000.0,-0.00364,11160700000.0,1974300000.0,3309870000.0,2246930000.0,7850800000.0,6939430000.0
12.year_inc#c.ivparm2,-0.00392,-63195.4,-1934567.1,-631998.5,-1239373.1,-1934567.1,-230061.1,-1024108.9,-1010884.4,-240845.9,-117421.1,-248739.8,-923682.7,-1463660.0,-1.76e-14,0.0041600000000000005,0.0149,0.0137,0.0392,0.00903,0.0144,0.00924,0.0111,0.008790000000000001,0.00758,1.18e-06,144895.1,1295497.5,493440.9,657158.7,-1.4e-07,1295497.9,232710.0,709587.1,300360.8,585912.3,762426.2,-3.29e-11,0.0357,0.087,0.099,0.16899999999999998,0.054,0.0682,0.0541,0.0567,0.0526,0.0588,0.0506,0.051,0.0525,-0.00168,1206510.3,7924400.2,3788842.8,2929047.0,7924400.2,1123134.7,4746515.1,4453598.2,1490314.2,844181.7,895784.2,3470801.9,5310951.3,-2.46e-10,1807.7,178452.0,26563.5,150079.8,-5.0900000000000004e-09,178450.7,23200.8,112442.1,16851.2,66006.8,138396.1,44520.5,157305084.8,1501640000.0,438440087.2,905890485.5,0.00010400000000000001,1501680000.0,295397854.3,908648135.0,420058387.2,593032075.3,786223847.2,59830.8,5634300000.0,55182900000.0,18514700000.0,31033900000.0,0.00045,55182900000.0,10482900000.0,30787600000.0,11335300000.0,24395300000.0,33364700000.0,21193.5,2890780000.0,27326600000.0,10090900000.0,14345000000.0,-0.00048600000000000005,27326600000.0,5976630000.0,14814800000.0,6267770000.0,12511900000.0,15082200000.0,2425941.4,909869474.5,10791400000.0,2719210000.0,7162360000.0,0.0032,10793900000.0,2399970000.0,7254700000.0,2643620000.0,3539160000.0,5750260000.0,-30619.2,948130189.4,11821600000.0,3283590000.0,7589880000.0,0.0008849999999999999,11821600000.0,1894820000.0,6908880000.0,1987020000.0,4912690000.0,7939720000.0,-22489326.1,31340300000.0,331839000000.0,142965000000.0,157533000000.0,0.00232,331817000000.0,43874900000.0,178445000000.0,51177000000.0,153372000000.0,236765000000.0,62199913.1,6282990000.0,16248400000.0,8703670000.0,1261770000.0,-0.00451,16310600000.0,2197680000.0,3934460000.0,2285980000.0,12376200000.0,11827000000.0
14.year_inc#c.ivparm2,-0.00242,-63674.5,-2299915.7,-703007.3,-1533233.8,-2299915.7,-285108.6,-1203954.3,-1213806.0,-293590.8,-146575.6,-296603.4,-1086109.7,-1721216.3,-1.85e-14,0.0041600000000000005,0.0165,0.0151,0.0421,0.00985,0.016,0.0108,0.013,0.00881,0.00796,1.11e-06,137065.3,1435832.2,539096.1,759667.5,-1.2699999999999999e-07,1435829.8,265994.3,837316.4,366288.3,598517.5,803548.5,7.049999999999999e-13,0.0389,0.0912,0.1,0.17,0.0555,0.0638,0.0565,0.0572,0.0565,0.0594,0.0552,0.0535,0.0543,-0.000194,1238042.3,8300814.1,3860531.3,3202240.5,8300814.1,1091401.6,5034884.5,4584494.2,1688685.3,904557.8,1023367.3,3716319.9,5520727.2,-1e-08,1883.5,232307.2,32074.5,198350.9,-3.5399999999999998e-09,232308.9,30254.7,158826.5,28778.0,73480.5,173272.9,-0.000472,192163028.6,2296860000.0,785990373.6,1318710000.0,7.28e-05,2296860000.0,380415743.1,1486320000.0,743343461.0,810543282.1,1173100000.0,78841.2,5511550000.0,64248300000.0,21310500000.0,37426200000.0,0.00031099999999999997,64248400000.0,11996000000.0,38246200000.0,14770500000.0,26002100000.0,37481900000.0,100370.2,2662840000.0,31172800000.0,11567700000.0,16942300000.0,-0.00045999999999999996,31172900000.0,6702760000.0,18083900000.0,7937190000.0,13088900000.0,16532900000.0,-0.0007099999999999999,926524411.7,15119000000.0,3381160000.0,10811300000.0,0.003,15119000000.0,3011070000.0,11021600000.0,3135440000.0,4097350000.0,8972480000.0,-40966.2,945532803.2,14073000000.0,3795940000.0,9331480000.0,0.0008880000000000001,14072900000.0,2210120000.0,8835390000.0,2695660000.0,5237530000.0,9167130000.0,-16273294.0,31818400000.0,369183000000.0,150405000000.0,186959000000.0,0.00212,369167000000.0,49713900000.0,198769000000.0,59593900000.0,170397000000.0,259859000000.0,13403745.7,4008890000.0,16421000000.0,10619300000.0,1792760000.0,-0.0038,16434400000.0,2826240000.0,4640770000.0,1698210000.0,11793600000.0,11909900000.0
16.year_inc#c.ivparm2,-0.0040100000000000005,-59195.6,-2676962.2,-742945.0,-1874821.6,-2676962.2,-354001.5,-1437063.1,-1435131.4,-350329.5,-180375.0,-353321.9,-1241830.8,-1972631.2,-1.67e-14,0.0035700000000000003,0.0155,0.0133,0.0396,0.00905,0.0155,0.00984,0.0105,0.008140000000000001,0.00745,1.16e-06,113701.6,1349020.6,472859.2,762457.5,3.49e-08,1349019.7,267739.7,781565.6,325185.6,567455.8,756095.2,-1.87e-11,0.0409,0.0963,0.107,0.175,0.0568,0.06,0.0574,0.0578,0.0638,0.0678,0.0602,0.0557,0.055,-0.00116,1281273.0,8702746.0,3950628.6,3470844.4,8702746.0,1074282.0,5200720.2,4736168.5,1999628.9,1078125.9,1169756.7,3966577.5,5628835.2,-1.92e-08,1123.2,247897.3,33060.4,213711.6,-3.2899999999999996e-09,247895.9,35643.0,154887.8,43406.3,93009.7,168842.4,-199765.1,123928437.9,1971610000.0,542684879.9,1305000000.0,9.86e-05,1971410000.0,435533279.0,1268070000.0,564838485.5,703342326.9,971039677.1,49468.2,4677160000.0,61854900000.0,19199000000.0,37978700000.0,0.00173,61854900000.0,12311300000.0,35494800000.0,13837200000.0,26360100000.0,35706400000.0,1.19,2532700000.0,29782000000.0,10487900000.0,16761400000.0,-0.000426,29782000000.0,6732220000.0,16744200000.0,6825450000.0,13037700000.0,16224300000.0,-0.000491,384265254.0,15206200000.0,3713550000.0,11108400000.0,0.0035700000000000003,15206200000.0,3465670000.0,9556900000.0,3872890000.0,5649280000.0,7867630000.0,-25421.7,703794514.2,13694000000.0,3303400000.0,9686770000.0,0.0010199999999999999,13693900000.0,2337490000.0,8198300000.0,2782150000.0,5495640000.0,8574300000.0,-11072140.8,31227500000.0,396800000000.0,153307000000.0,212265000000.0,0.00242,396789000000.0,53310500000.0,213751000000.0,67279000000.0,183038000000.0,276199000000.0,20936734.3,4441050000.0,16454100000.0,10145100000.0,1867950000.0,-0.0036,16475000000.0,2489880000.0,4865120000.0,2418420000.0,11609900000.0,11566700000.0
18.year_inc#c.ivparm2,-0.0043,-60045.5,-2957331.8,-730544.7,-2166741.6,-2957331.8,-396287.3,-1629276.9,-1620046.3,-405687.7,-208218.3,-396658.9,-1337285.5,-2155356.8,-1.73e-14,0.00343,0.0179,0.0173,0.0439,0.0103,0.0153,0.0109,0.0133,0.0096,0.008459999999999999,1.26e-06,109288.1,1555121.4,579383.8,866446.0,-1.3800000000000002e-07,1555121.7,273525.0,875293.5,421634.2,679827.7,859964.1,-3.87e-11,0.0427,0.0955,0.105,0.16899999999999998,0.0552,0.0586,0.0556,0.0567,0.0645,0.0696,0.0597,0.0536,0.0528,-0.0020800000000000003,1348557.7,8657604.4,3783153.7,3525892.9,8657604.4,1097960.2,5123441.5,4734743.3,2144606.6,1168303.9,1224636.0,3922861.0,5415037.5,-5.28e-09,1593.3,291992.0,30367.4,260030.0,-2.87e-09,291992.6,31544.0,189245.2,50214.9,102746.5,210229.4,-223565.5,91900396.7,2119860000.0,738105423.6,1289850000.0,0.000167,2119640000.0,359763333.7,1380040000.0,622044346.3,739596006.5,1137830000.0,82870.5,4356670000.0,72537400000.0,22816100000.0,45364700000.0,0.00106,72537500000.0,12520300000.0,41186000000.0,18059400000.0,31351500000.0,41957800000.0,-6.545,2404280000.0,34947400000.0,12598900000.0,19944200000.0,-0.000394,34947400000.0,6916460000.0,19057500000.0,9414100000.0,15889900000.0,18616800000.0,-9.82e-05,1032880000.0,15622500000.0,3371480000.0,11218200000.0,0.00359,15622500000.0,2599910000.0,10047000000.0,5159440000.0,5575500000.0,7863190000.0,-40911.5,660443455.2,16197800000.0,3902520000.0,11634900000.0,0.000962,16197800000.0,2374270000.0,9802570000.0,3419760000.0,6395210000.0,10403700000.0,44543893.5,31648700000.0,414643000000.0,150741000000.0,232253000000.0,0.0022199999999999998,414688000000.0,55310800000.0,223982000000.0,75391800000.0,190706000000.0,283985000000.0,5508192.7,4900600000.0,16115000000.0,8729620000.0,2484740000.0,-0.0036799999999999997,16120500000.0,2513700000.0,5175040000.0,3159810000.0,10945400000.0,10447000000.0
20.year_inc#c.ivparm2,-0.00202,-59817.4,-3191767.8,-704940.0,-2427010.3,-3191767.8,-417043.9,-1738061.8,-1761561.5,-498429.0,-258521.6,-436184.4,-1430206.3,-2276294.8,-2e-14,0.004,0.0173,0.0147,0.0436,0.00988,0.0129,0.0104,0.0147,0.0093,0.0078,1.19e-06,131616.7,1513902.8,497732.7,884550.6,3.2799999999999996e-08,1513901.3,238713.5,845140.4,483969.0,668763.4,791219.6,-8.470000000000001e-12,0.0388,0.0937,0.106,0.166,0.0538,0.0586,0.0553,0.0553,0.0618,0.0646,0.0548,0.0521,0.0514,-0.000572,1238335.0,8590542.0,3795680.7,3556526.3,8590542.0,1141144.6,5138482.4,4690500.0,2188405.9,1158164.6,1193364.0,3900041.9,5260991.5,-7.31e-09,2356.8,249690.8,19957.1,227375.3,-3.5100000000000005e-09,249690.1,30142.7,155196.3,26150.6,94493.1,193391.0,159273.8,119907366.0,2208100000.0,603900943.5,1484290000.0,9.1e-05,2208260000.0,346049274.6,1184910000.0,813481828.8,1023350000.0,1048730000.0,70778.2,5522960000.0,67374900000.0,18914800000.0,42937100000.0,-0.00139,67374900000.0,11002500000.0,37715300000.0,18349700000.0,29659700000.0,38022700000.0,104839.3,2791810000.0,32821000000.0,10685400000.0,19343900000.0,-0.000433,32821100000.0,6232780000.0,18128100000.0,9765120000.0,14693100000.0,16823200000.0,2569122.8,1182800000.0,12223700000.0,2572440000.0,8468420000.0,0.0034200000000000003,12226200000.0,2305960000.0,8315950000.0,2830630000.0,3910280000.0,7089640000.0,-36509.3,910197409.0,14480600000.0,3017400000.0,10553000000.0,0.0008560000000000001,14480600000.0,1989060000.0,8467090000.0,3253460000.0,6013490000.0,9238060000.0,9041834.1,30951700000.0,426097000000.0,148732000000.0,246413000000.0,0.0022,426106000000.0,55693900000.0,230821000000.0,82175000000.0,195285000000.0,288237000000.0,26409213.0,5443020000.0,17699900000.0,9584480000.0,2672390000.0,-0.00375,17726300000.0,2567170000.0,5490470000.0,3472360000.0,12235800000.0,11686800000.0
22.year_inc#c.ivparm2,-0.0036799999999999997,-55132.1,-3357338.8,-696727.9,-2605478.9,-3357338.8,-442993.5,-1847647.8,-1876680.1,-546980.2,-295714.4,-456842.5,-1480658.7,-2367365.1,-2.35e-14,0.0030800000000000003,0.0177,0.0178,0.0426,0.0101,0.0132,0.0107,0.0144,0.009290000000000001,0.008,1.15e-06,105736.0,1559436.8,572625.6,881068.6,-5.0599999999999996e-08,1559436.9,250337.4,880724.7,500775.1,678711.0,808326.5,-1.6899999999999998e-11,0.0385,0.0929,0.10800000000000001,0.16399999999999998,0.0531,0.0559,0.0533,0.0558,0.0631,0.0681,0.058,0.0501,0.0505,-0.0011300000000000001,1316163.5,8620053.7,3713005.3,3590884.8,8620053.7,1118712.2,4994328.7,4785592.5,2349003.5,1269442.8,1320826.7,3834461.2,5152338.0,2.7100000000000004e-09,2936.9,262839.8,28730.9,231173.2,-3.2600000000000003e-09,262839.9,46390.8,153249.3,36633.8,109590.2,179813.9,-0.000749,73944083.6,2698550000.0,933141391.1,1691460000.0,0.00023799999999999998,2698550000.0,461208913.7,1599870000.0,985351925.1,1098670000.0,1251990000.0,71907.8,4177880000.0,70094500000.0,22157000000.0,43759700000.0,0.000502,70094600000.0,12585700000.0,39853200000.0,18842500000.0,30241400000.0,38666500000.0,21493.1,1921030000.0,34271000000.0,12195400000.0,20154600000.0,-0.000496,34271000000.0,6769210000.0,19614600000.0,9851430000.0,14656400000.0,17650300000.0,-433202.2,1156530000.0,15604000000.0,4213890000.0,10233600000.0,0.00293,15603600000.0,3778490000.0,10269600000.0,4628180000.0,5334010000.0,7196900000.0,-37144.0,706330836.9,15036200000.0,3724350000.0,10605600000.0,0.0011,15036200000.0,2440130000.0,8819130000.0,3425740000.0,6217070000.0,9170330000.0,-12411616.2,30796200000.0,429416000000.0,143723000000.0,254897000000.0,0.0030600000000000002,429404000000.0,56318600000.0,233514000000.0,87604900000.0,195890000000.0,285480000000.0,14164659.0,4179330000.0,18489000000.0,9948540000.0,4361160000.0,-0.00614,18503200000.0,3576530000.0,5791440000.0,3372070000.0,12711700000.0,11554600000.0
24.year_inc#c.ivparm2,-0.00264,-57361.2,-3434542.7,-648278.0,-2728903.6,-3434542.7,-466259.0,-1915081.2,-1922335.3,-584422.9,-312721.1,-460711.9,-1512207.5,-2383860.9,-1.78e-14,0.00468,0.0173,0.0164,0.041,0.00982,0.013,0.00995,0.0147,0.00968,0.0075,1.24e-06,174571.7,1542994.6,516806.6,851613.3,-9.64e-08,1542995.0,250540.6,825700.2,535418.1,717294.8,757036.0,-2.25e-12,0.0369,0.0939,0.114,0.16699999999999998,0.0536,0.0549,0.053,0.0573,0.0636,0.0708,0.0525,0.0493,0.0511,-0.000362,1363732.9,8833811.1,3782002.9,3688075.3,8833811.1,1129560.8,5001372.6,4974271.7,2488489.1,1378075.4,1276400.8,3859539.3,5215761.1,-7.38e-09,2811.4,270234.1,24914.9,242507.0,-2.59e-09,270233.9,36472.3,165831.5,18414.9,104399.3,215341.3,262237.1,249685371.0,2672530000.0,933919204.2,1488920000.0,7.68e-05,2672790000.0,458558757.3,1416630000.0,1135860000.0,1256160000.0,1078370000.0,60351.4,7150300000.0,71266100000.0,20857100000.0,43258700000.0,0.000151,71266200000.0,11707900000.0,38069600000.0,20523300000.0,33196500000.0,39035000000.0,79244.7,3465170000.0,34541000000.0,11643800000.0,19432000000.0,-0.00045599999999999997,34541100000.0,6262200000.0,17805900000.0,11708700000.0,16735100000.0,16570200000.0,944779.6,1352420000.0,15343900000.0,3255990000.0,10735500000.0,0.00285,15344900000.0,2553780000.0,9219860000.0,4016540000.0,6125020000.0,8774550000.0,-30581.1,1248500000.0,15384100000.0,3385820000.0,10749700000.0,0.0009029999999999999,15384000000.0,2178180000.0,8737190000.0,3310260000.0,6646830000.0,9895590000.0,9833092.4,31527900000.0,432127000000.0,142592000000.0,258007000000.0,0.00234,432137000000.0,57209100000.0,236750000000.0,92462800000.0,195387000000.0,282465000000.0,3069986.0,6053500000.0,20470100000.0,10245500000.0,4171080000.0,-0.0044399999999999995,20473100000.0,3962950000.0,7725220000.0,6082710000.0,12747900000.0,10427500000.0
c.ivparm1#c.ivparm2,-1.3e-06,1.4000000000000001e-05,6.8e-05,3.06e-05,-3.3299999999999996e-05,0.000177,-1.18e-05,-0.00011100000000000001,4.72e-05,3.4200000000000005e-05,-5.27e-06,-3.82e-05,-3.5600000000000005e-05,2.0399999999999998e-05,-2.16e-14,-3.08e-08,2.7100000000000004e-09,-2.13e-08,-1.62e-07,-4.8e-09,-3.2799999999999996e-08,-1.3400000000000001e-08,3.18e-08,2.02e-08,8.740000000000001e-09,1.38e-06,-1.19,1.27e-05,-0.46299999999999997,-1.521,-1.13e-07,3.74e-06,-0.43,-1.2229999999999999,0.496,0.9259999999999999,0.9590000000000001,-2.23e-14,1.55e-13,1.55e-13,3.82e-13,6.77e-13,2.0699999999999998e-13,2.9299999999999996e-13,5.41e-14,1.3e-13,2.4100000000000003e-13,4.0600000000000004e-13,2.62e-14,-1.39e-14,1.85e-13,5.7e-07,3.73e-06,5.76e-06,1.83e-05,1.24e-05,-1.0199999999999999e-05,-2.93e-06,3.66e-06,7.7e-06,1.85e-06,2.59e-06,5.42e-06,6.47e-06,3.94e-06,-8.190000000000001e-09,2.57e-08,0.826,-0.595,-0.0661,-3.85e-09,0.132,-0.6609999999999999,-1.983,-3.636,1.421,-0.46299999999999997,-0.000547,-11.17,-198.1,47.18,2.7119999999999997,0.000121,151.0,-29.45,-23.21,-31.99,32.23,63.49,-0.0232,-165.5,3228.9,389.0,-848.9,0.00047999999999999996,5361.8,65.24,-0.5,-74.19,1136.7,2064.2,0.000145,7.79,2513.0,-49.05,346.0,-0.0005480000000000001,2286.3,-441.9,277.2,-441.0,-861.3,195.0,-0.000739,-245.8,-924.3,-2.423,727.9,0.0038200000000000005,114.2,-271.1,310.5,-251.0,-245.5,486.8,0.00121,150.2,573.9,-304.1,36.72,0.0011,392.0,112.6,464.3,-96.1,128.0,-292.0,0.00748,-84288722.7,-358570347.0,-213475016.3,-60808690.2,0.0027,-358569676.1,-51890133.6,-248348650.1,-70505900.5,-110216517.4,-236171907.9,0.01,0.02,0.0189,0.0238,0.00942,-0.0050799999999999994,0.0817,0.0177,0.0253,0.0187,0.0254,-0.00615
0.year_inc#c.ivparm1#c.ivparm2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
